imdb,title,year
tt0080761,Friday the 13th,1980.0
tt0066999,Dirty Harry,1971.0
tt0861739,Elite Squad,2007.0
tt0349683,King Arthur,2004.0
tt1072748,Winchester,2018.0
tt1569923,Batman: Under the Red Hood,2010.0
tt1091722,Adventureland,2009.0
tt0960731,Bedtime Stories,2008.0
tt0117381,Primal Fear,1996.0
tt0259446,My Big Fat Greek Wedding,2002.0
tt0816462,Conan the Barbarian,2011.0
tt2209418,Before Midnight,2013.0
tt1179034,From Paris with Love,2010.0
tt0070735,The Sting,1973.0
tt0989757,Dear John,2010.0
tt2166834,"Batman: The Dark Knight Returns, Part 2",2013.0
tt0113492,Judge Dredd,1995.0
tt1189073,The Skin I Live In,2011.0
tt0365830,Tenacious D in The Pick of Destiny,2006.0
tt1179056,A Nightmare on Elm Street,2010.0
tt0119303,Home Alone 3,1997.0
tt1477076,Saw 3D,2010.0
tt2872750,Shaun the Sheep Movie,2015.0
tt0120768,The Negotiator,1998.0
tt0245844,The Count of Monte Cristo,2002.0
tt1187043,3 Idiots,2009.0
tt0082198,Conan the Barbarian,1982.0
tt1058017,The Invention of Lying,2009.0
tt2452386,The Fundamentals of Caring,2016.0
tt0056172,Lawrence of Arabia,1962.0
tt0027977,Modern Times,1936.0
tt5093026,Papillon,2017.0
tt5610554,Tully,2018.0
tt0390521,Super Size Me,2004.0
tt1615065,Savages,2012.0
tt0103855,The Bodyguard,1992.0
tt1234548,The Men Who Stare at Goats,2009.0
tt2042568,Inside Llewyn Davis,2013.0
tt0070909,Westworld,1973.0
tt0338337,Paycheck,2003.0
tt1063669,The Wave,2008.0
tt6259380,Code 8,2019.0
tt2388725,Paperman,2012.0
tt1333125,Movie 43,2013.0
tt5688932,Sorry to Bother You,2018.0
tt0376541,Closer,2004.0
tt1702439,Safe Haven,2013.0
tt0184894,Shanghai Noon,2000.0
tt1486185,Red Riding Hood,2011.0
tt0142688,The Ninth Gate,1999.0
tt1549572,Another Earth,2011.0
tt4669986,Loving,2016.0
tt0356634,Garfield,2004.0
tt0465602,Shoot 'Em Up,2007.0
tt0442933,Beowulf,2007.0
tt0032553,The Great Dictator,1940.0
tt0385002,Green Street Hooligans,2005.0
tt0052618,Ben-Hur,1959.0
tt0081573,Superman II,1980.0
tt0427327,Hairspray,2007.0
tt2132285,The Bling Ring,2013.0
tt0091949,Short Circuit,1986.0
tt0449010,Eragon,2006.0
tt2479478,The Ridiculous 6,2015.0
tt5034474,The Assignment,2016.0
tt7713068,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020.0
tt0120188,Three Kings,1999.0
tt1450321,Filth,2013.0
tt0082096,Das Boot,1981.0
tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,2005.0
tt0261392,Jay and Silent Bob Strike Back,2001.0
tt0480255,The Losers,2010.0
tt1365050,Beasts of No Nation,2015.0
tt0308644,Finding Neverland,2004.0
tt0215129,Road Trip,2000.0
tt0253556,Reign of Fire,2002.0
tt0859635,Super Troopers 2,2018.0
tt1020072,Selma,2014.0
tt0102975,Star Trek VI: The Undiscovered Country,1991.0
tt0808506,The Girl Who Leapt Through Time,2006.0
tt1396218,Mr. Popper's Penguins,2011.0
tt0481536,Harold & Kumar Escape from Guantanamo Bay,2008.0
tt0419706,Doom,2005.0
tt0100758,Teenage Mutant Ninja Turtles,1990.0
tt0119345,I Know What You Did Last Summer,1997.0
tt1014763,Child 44,2015.0
tt5246700,How It Ends,2018.0
tt4651410,Precious Cargo,2016.0
tt0416320,Match Point,2005.0
tt0357277,Elektra,2005.0
tt1567609,Get the Gringo,2012.0
tt1228987,Let Me In,2010.0
tt2990140,The Christmas Chronicles,2018.0
tt0241303,Chocolat,2000.0
tt0368933,The Princess Diaries 2: Royal Engagement,2004.0
tt1615147,Margin Call,2011.0
tt1682180,Stoker,2013.0
tt0059026,A Charlie Brown Christmas,1965.0
tt5323662,A Silent Voice,2016.0
tt5592248,The Beguiled,2017.0
tt1764234,Killing Them Softly,2012.0
tt0138704,Pi,1998.0
tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014.0
tt1987680,The Upside,2019.0
tt1126591,Burlesque,2010.0
tt1509767,The Three Musketeers,2011.0
tt0120863,The Thin Red Line,1998.0
tt1054606,The Imaginarium of Doctor Parnassus,2009.0
tt0443649,"10,000 BC",2008.0
tt0410297,The Lake House,2006.0
tt1114740,Paul Blart: Mall Cop,2009.0
tt0120888,The Wedding Singer,1998.0
tt0114069,Outbreak,1995.0
tt0277296,The Scorpion King,2002.0
tt0299977,Hero,2002.0
tt2039393,The Gambler,2014.0
tt0106220,Addams Family Values,1993.0
tt0249462,Billy Elliot,2000.0
tt3716530,Elle,2016.0
tt7984734,The Lighthouse,2019.0
tt0810900,High School Musical 2,2007.0
tt0405296,A Scanner Darkly,2006.0
tt1327194,The Lucky One,2012.0
tt0053291,Some Like It Hot,1959.0
tt2463288,Walk of Shame,2014.0
tt5968394,Captive State,2019.0
tt0059800,Thunderball,1965.0
tt1878841,The Darkness,2016.0
tt0088170,Star Trek III: The Search for Spock,1984.0
tt6476140,Serenity,2019.0
tt1645089,Inside Job,2010.0
tt0257076,S.W.A.T.,2003.0
tt1667353,Mirror Mirror,2012.0
tt4255304,The Void,2017.0
tt0304669,The Santa Clause 2,2002.0
tt0058536,Rudolph the Red-Nosed Reindeer,1964.0
tt1622547,30 Minutes or Less,2011.0
tt2006295,The 33,2015.0
tt1853739,You're Next,2011.0
tt0061722,The Graduate,1967.0
tt0362120,Scary Movie 4,2006.0
tt1620935,Bleed for This,2016.0
tt0091605,The Name of the Rose,1986.0
tt0094862,Child's Play,1988.0
tt4703048,6 Days,2017.0
tt0263488,Jeepers Creepers,2001.0
tt5091548,Justice League vs. Teen Titans,2016.0
tt0134084,Scream 3,2000.0
tt0395699,The Pacifier,2005.0
tt0079116,Escape from Alcatraz,1979.0
tt0115798,The Cable Guy,1996.0
tt1258197,Exam,2009.0
tt1648179,Here Comes the Boom,2012.0
tt2032572,USS Indianapolis: Men of Courage,2016.0
tt0404032,The Exorcism of Emily Rose,2005.0
tt3247714,Survivor,2015.0
tt1216487,The Girl Who Played with Fire,2009.0
tt0108037,The Sandlot,1993.0
tt5541240,To the Bone,2017.0
tt1536044,Paranormal Activity 2,2010.0
tt1567437,The Voices,2014.0
tt0305357,Charlie's Angels: Full Throttle,2003.0
tt8695030,The Dead Don't Die,2019.0
tt1242432,I Spit on Your Grave,2010.0
tt5360952,The Hurricane Heist,2018.0
tt0062512,You Only Live Twice,1967.0
tt0391198,The Grudge,2004.0
tt0976051,The Reader,2008.0
tt0119137,Flubber,1997.0
tt2382009,Nymphomaniac: Vol. II,2013.0
tt0393162,Coach Carter,2005.0
tt4257858,Going Clear: Scientology and the Prison of Belief,2015.0
tt5613056,Piper,2016.0
tt0134119,The Talented Mr. Ripley,1999.0
tt0453562,42,2013.0
tt0099938,Kindergarten Cop,1990.0
tt1560747,The Master,2012.0
tt2002718,Machete Kills,2013.0
tt0443680,The Assassination of Jesse James by the Coward Robert Ford,2007.0
tt8404614,The Two Popes,2019.0
tt1206543,Out of the Furnace,2013.0
tt0102510,The Naked Gun 2½: The Smell of Fear,1991.0
tt5783956,When We First Met,2018.0
tt0104940,The Muppet Christmas Carol,1992.0
tt0480687,Hall Pass,2011.0
tt1742334,Sabotage,2014.0
tt2377322,Deliver Us from Evil,2014.0
tt0276751,About a Boy,2002.0
tt1411704,Hop,2011.0
tt0100507,Rocky V,1990.0
tt0120681,From Hell,2001.0
tt5461944,Hotel Mumbai,2019.0
tt0066995,Diamonds Are Forever,1971.0
tt0424345,Clerks II,2006.0
tt0280590,Mr. Deeds,2002.0
tt5033998,Charlie's Angels,2019.0
tt0117665,Sleepers,1996.0
tt0129290,Patch Adams,1998.0
tt3450650,Paul Blart: Mall Cop 2,2015.0
tt1371150,This Is Where I Leave You,2014.0
tt0120902,The X Files,1998.0
tt1726592,Before I Go to Sleep,2014.0
tt0317198,Bridget Jones: The Edge of Reason,2004.0
tt1486834,What If,2013.0
tt1334260,Never Let Me Go,2010.0
tt2637294,Hot Tub Time Machine 2,2015.0
tt0277434,We Were Soldiers,2002.0
tt0400717,Open Season,2006.0
tt0242423,"Dude, Where's My Car?",2000.0
tt0128445,Rushmore,1998.0
tt1912398,God Bless America,2011.0
tt1321511,Oldboy,2013.0
tt7958736,Ma,2019.0
tt0120657,The 13th Warrior,1999.0
tt0090756,Blue Velvet,1986.0
tt3312830,Youth,2015.0
tt0120844,Star Trek: Insurrection,1998.0
tt6000478,"Roman J. Israel, Esq.",2017.0
tt0108160,Sleepless in Seattle,1993.0
tt1231580,Alvin and the Chipmunks: The Squeakquel,2009.0
tt2017038,All Is Lost,2013.0
tt1438176,Fright Night,2011.0
tt2545118,Blackfish,2013.0
tt2752772,Sinister 2,2015.0
tt6265828,A Ghost Story,2017.0
tt1305806,The Secret in Their Eyes,2009.0
tt3139086,Batman: Assault on Arkham,2014.0
tt1433108,Faster,2010.0
tt3473654,Toy Story That Time Forgot,2014.0
tt0248808,For the Birds,2000.0
tt0445934,Blades of Glory,2007.0
tt0329101,Freddy vs. Jason,2003.0
tt0478304,The Tree of Life,2011.0
tt2140619,Two Night Stand,2014.0
tt0094291,Wall Street,1987.0
tt6324278,Abominable,2019.0
tt4846232,Good Time,2017.0
tt0467197,Max Payne,2008.0
tt2387433,Dark Skies,2013.0
tt5168192,"I, Daniel Blake",2016.0
tt3794354,Sonic the Hedgehog,2020.0
tt3835080,31,2016.0
tt0113198,A Goofy Movie,1995.0
tt0851578,Paprika,2006.0
tt3608930,In a Valley of Violence,2016.0
tt1865505,Song of the Sea,2014.0
tt2013293,The Wind Rises,2013.0
tt3462710,Unforgettable,2017.0
tt0367959,Hannibal Rising,2007.0
tt0369441,Fun with Dick and Jane,2005.0
tt3276924,Heist,2015.0
tt0190138,The Whole Nine Yards,2000.0
tt1821658,The Nut Job,2014.0
tt3060952,Justice League: War,2014.0
tt7984766,The King,2019.0
tt1399683,Winter's Bone,2010.0
tt0072890,Dog Day Afternoon,1975.0
tt4669186,Kevin Hart: What Now?,2016.0
tt0090555,Crocodile Dundee,1986.0
tt0266987,Spy Game,2001.0
tt0364970,Babylon A.D.,2008.0
tt0149261,Deep Blue Sea,1999.0
tt6998518,Mandy,2018.0
tt1711425,21 & Over,2013.0
tt4971344,The Sisters Brothers,2018.0
tt4513674,Café Society,2016.0
tt0475394,Smokin' Aces,2006.0
tt6472976,Five Feet Apart,2019.0
tt1555149,Elite Squad: The Enemy Within,2010.0
tt0095765,Cinema Paradiso,1988.0
tt1594972,Norm of the North,2016.0
tt2865120,Ratchet & Clank,2016.0
tt1131729,The Boat That Rocked,2009.0
tt0348836,Gothika,2003.0
tt3281548,Little Women,2019.0
tt2620590,Leatherface,2017.0
tt0120632,City of Angels,1998.0
tt2980648,The Hundred-Foot Journey,2014.0
tt0104070,Death Becomes Her,1992.0
tt0216216,The 6th Day,2000.0
tt0464141,The Orphanage,2007.0
tt0268126,Adaptation.,2002.0
tt3892172,Leave No Trace,2018.0
tt2370248,Short Term 12,2013.0
tt0101540,Cape Fear,1991.0
tt0138097,Shakespeare in Love,1998.0
tt0118689,Bean,1997.0
tt1424432,Senna,2010.0
tt3173594,Hacker,2016.0
tt0758746,Friday the 13th,2009.0
tt0117913,A Time to Kill,1996.0
tt0117218,The Nutty Professor,1996.0
tt1204977,Ouija,2014.0
tt1103153,Killers,2010.0
tt0076752,The Spy Who Loved Me,1977.0
tt1839492,Ruby Sparks,2012.0
tt0152930,Taxi,1998.0
tt1502404,Drive Angry,2011.0
tt0426931,August Rush,2007.0
tt1172570,Bronson,2008.0
tt0112508,Billy Madison,1995.0
tt0093177,Hellraiser,1987.0
tt0482606,The Strangers,2008.0
tt1972571,A Most Wanted Man,2014.0
tt0070328,Live and Let Die,1973.0
tt0343135,Along Came Polly,2004.0
tt0430105,Four Brothers,2005.0
tt1600195,Abduction,2011.0
tt0088930,Clue,1985.0
tt1893256,Hummingbird,2013.0
tt1588170,I Saw the Devil,2010.0
tt0914863,Unthinkable,2010.0
tt3708886,War on Everyone,2016.0
tt2140037,Jane Got a Gun,2015.0
tt0268695,The Time Machine,2002.0
tt0455590,The Last King of Scotland,2006.0
tt3369806,Max,2015.0
tt1034303,Defiance,2008.0
tt0790628,The Incredible Burt Wonderstone,2013.0
tt0423294,Surf's Up,2007.0
tt1972779,The Best of Me,2014.0
tt0256380,Shallow Hal,2001.0
tt0091326,The Karate Kid Part II,1986.0
tt0780571,Mr. Brooks,2007.0
tt1139328,The Ghost Writer,2010.0
tt0454841,The Hills Have Eyes,2006.0
tt3256226,IO,2019.0
tt0070034,Enter the Dragon,1973.0
tt1881002,Maggie,2015.0
tt0962726,High School Musical 3: Senior Year,2008.0
tt0889573,The Switch,2010.0
tt3165612,Sleeping with Other People,2015.0
tt6820256,Arctic,2018.0
tt1456635,Goon,2012.0
tt1924396,The Best Offer,2013.0
tt0173840,Final Fantasy: The Spirits Within,2001.0
tt2364841,Runner Runner,2013.0
tt1234719,Red Dawn,2012.0
tt0301357,Good Bye Lenin!,2003.0
tt0164184,The Sum of All Fears,2002.0
tt0110622,Naked Gun 33⅓: The Final Insult,1994.0
tt1823664,Annie,2014.0
tt1591479,Act of Valor,2012.0
tt7775622,Free Solo,2018.0
tt0186151,Frequency,2000.0
tt0355295,The Brothers Grimm,2005.0
tt2223990,Draft Day,2014.0
tt8688634,21 Bridges,2019.0
tt0477302,Extremely Loud & Incredibly Close,2011.0
tt0079574,Moonraker,1979.0
tt1308728,The Happytime Murders,2018.0
tt2837574,The Old Man & the Gun,2018.0
tt1078940,Couples Retreat,2009.0
tt0104652,Porco Rosso,1992.0
tt0386140,The Legend of Zorro,2005.0
tt1235522,Broken City,2013.0
tt0346491,Alexander,2004.0
tt5304992,Set It Up,2018.0
tt1240982,Your Highness,2011.0
tt1297919,Blitz,2011.0
tt0486946,Wild Hogs,2007.0
tt1403981,Remember Me,2010.0
tt2870648,Amy,2015.0
tt0970411,City of Ember,2008.0
tt0071807,The Man with the Golden Gun,1974.0
tt1791528,Inherent Vice,2014.0
tt2980706,Planes: Fire & Rescue,2014.0
tt1433811,Disconnect,2012.0
tt0090264,A View to a Kill,1985.0
tt1821549,Nebraska,2013.0
tt0113855,Mortal Kombat,1995.0
tt1196141,Diary of a Wimpy Kid,2010.0
tt2101341,Dead Man Down,2013.0
tt1935897,Amityville: The Awakening,2017.0
tt4897822,Where to Invade Next,2015.0
tt0103074,Thelma & Louise,1991.0
tt0080678,The Elephant Man,1980.0
tt1686821,Vampire Academy,2014.0
tt3922798,The Siege of Jadotville,2016.0
tt2446040,Toy Story of Terror!,2013.0
tt1183374,Pet,2016.0
tt0082398,For Your Eyes Only,1981.0
tt0762107,I Now Pronounce You Chuck & Larry,2007.0
tt4870838,Batman: Bad Blood,2016.0
tt0106519,Carlito's Way,1993.0
tt0762125,Planet 51,2009.0
tt0122933,Analyze This,1999.0
tt0086034,Octopussy,1983.0
tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016.0
tt0352248,Cinderella Man,2005.0
tt0203019,Men of Honor,2000.0
tt0455407,The Crazies,2010.0
tt2193215,The Counselor,2013.0
tt0095159,A Fish Called Wanda,1988.0
tt0177971,The Perfect Storm,2000.0
tt4667094,Fifty Shades of Black,2016.0
tt0405325,Sky High,2005.0
tt0104952,My Cousin Vinny,1992.0
tt0307901,25th Hour,2002.0
tt0245674,Thir13en Ghosts,2001.0
tt0251160,John Q,2002.0
tt2170299,Bad Words,2013.0
tt1616195,J. Edgar,2011.0
tt2103254,Tammy,2014.0
tt2331047,Rememory,2017.0
tt0159097,The Virgin Suicides,1999.0
tt1216492,Leap Year,2010.0
tt1714915,Only Lovers Left Alive,2013.0
tt0102138,JFK,1991.0
tt3622110,Don't Knock Twice,2017.0
tt0452594,The Break-Up,2006.0
tt0901476,Bride Wars,2009.0
tt0795461,Scary Movie 5,2013.0
tt0092675,Bloodsport,1988.0
tt0285823,Once Upon a Time in Mexico,2003.0
tt0479997,Season of the Witch,2011.0
tt1778304,Paranormal Activity 3,2011.0
tt0473705,State of Play,2009.0
tt0300471,Shanghai Knights,2003.0
tt3881784,Stronger,2017.0
tt1389139,When the Bough Breaks,2016.0
tt1692486,Carnage,2011.0
tt1320261,Gulliver's Travels,2010.0
tt0120784,Payback,1999.0
tt2669336,Time Lapse,2014.0
tt5774450,Summer of 84,2018.0
tt0050212,The Bridge on the River Kwai,1957.0
tt1615918,Alvin and the Chipmunks: Chipwrecked,2011.0
tt0983213,5 Centimeters per Second,2007.0
tt0072271,The Texas Chain Saw Massacre,1974.0
tt0427152,Dinner for Schmucks,2010.0
tt4332232,Fractured,2019.0
tt0256415,Sweet Home Alabama,2002.0
tt1966359,Father Figures,2017.0
tt0090305,Weird Science,1985.0
tt6802308,The 15:17 to Paris,2018.0
tt0120789,Pleasantville,1998.0
tt0443274,Vantage Point,2008.0
tt0384793,Accepted,2006.0
tt4537896,White Boy Rick,2018.0
tt0120889,What Dreams May Come,1998.0
tt7014006,Eighth Grade,2018.0
tt0107144,Hot Shots! Part Deux,1993.0
tt0817230,Valentine's Day,2010.0
tt1013753,Milk,2008.0
tt0088128,Sixteen Candles,1984.0
tt1232200,That's My Boy,2012.0
tt1512235,Super,2010.0
tt0416236,The Spiderwick Chronicles,2008.0
tt1491044,The Iceman,2012.0
tt0277027,I Am Sam,2001.0
tt1336608,Rock of Ages,2012.0
tt0118998,Doctor Dolittle,1998.0
tt0113749,Mallrats,1995.0
tt4565520,The Layover,2017.0
tt5322012,Wish Upon,2017.0
tt1990314,Robot & Frank,2012.0
tt0109831,Four Weddings and a Funeral,1994.0
tt0298814,The Core,2003.0
tt0137494,Entrapment,1999.0
tt0101507,Boyz n the Hood,1991.0
tt0386117,Where the Wild Things Are,2009.0
tt0102266,The Last Boy Scout,1991.0
tt0892318,Letters to Juliet,2010.0
tt4003440,The House That Jack Built,2018.0
tt0450232,16 Blocks,2006.0
tt3216348,Incarnate,2016.0
tt0109254,Beverly Hills Cop III,1994.0
tt0397065,House of Wax,2005.0
tt1023481,Step Up 2: The Streets,2008.0
tt0373883,Halloween,2007.0
tt0385700,Final Fantasy VII: Advent Children,2005.0
tt2140203,Wolf Children,2012.0
tt4913966,The Curse of La Llorona,2019.0
tt0083987,Gandhi,1982.0
tt1195478,The Five-Year Engagement,2012.0
tt5710514,I Don't Feel at Home in This World Anymore,2017.0
tt0327554,Catwoman,2004.0
tt0340855,Monster,2003.0
tt0230030,Bedazzled,2000.0
tt7634968,What Men Want,2019.0
tt1933667,The Wizard of Lies,2017.0
tt0118842,Chasing Amy,1997.0
tt2179116,The Kings of Summer,2013.0
tt1470827,Monsters,2010.0
tt0098084,Pet Sematary,1989.0
tt0076618,The Rescuers,1977.0
tt0445922,Across the Universe,2007.0
tt8110640,In the Shadow of the Moon,2019.0
tt0113247,La Haine,1995.0
tt0128442,Rounders,1998.0
tt0805564,Lars and the Real Girl,2007.0
tt0100502,RoboCop 2,1990.0
tt0185431,Little Nicky,2000.0
tt5523010,The Nutcracker and the Four Realms,2018.0
tt8663516,Child's Play,2019.0
tt2402101,Dark Places,2015.0
tt3610746,Don't Hang Up,2016.0
tt0288477,Ghost Ship,2002.0
tt0096320,Twins,1988.0
tt2431286,Philomena,2013.0
tt0245712,Amores Perros,2000.0
tt0310793,Bowling for Columbine,2002.0
tt6738136,Revenge,2017.0
tt0181865,Traffic,2000.0
tt1227926,Dr. Horrible's Sing-Along Blog,2008.0
tt7315484,The Silence,2019.0
tt2582576,Sand Castle,2017.0
tt0115963,The Craft,1996.0
tt0353969,Memories of Murder,2003.0
tt0098382,Star Trek V: The Final Frontier,1989.0
tt3280262,Cult of Chucky,2017.0
tt1343097,The Girl Who Kicked the Hornet's Nest,2009.0
tt1029234,Martyrs,2008.0
tt0097742,Licence to Kill,1989.0
tt0113101,Four Rooms,1995.0
tt3774694,Love,2015.0
tt0112740,Crimson Tide,1995.0
tt2317225,The Machine,2013.0
tt4731008,Robinson Crusoe: The Wild Life,2016.0
tt1023111,Never Back Down,2008.0
tt1412386,The Best Exotic Marigold Hotel,2011.0
tt0120907,eXistenZ,1999.0
tt0295700,Wrong Turn,2003.0
tt0120184,Sphere,1998.0
tt2401878,Anomalisa,2015.0
tt0290673,Irreversible,2002.0
tt0119395,The Jackal,1997.0
tt0350258,Ray,2004.0
tt0209958,The Cell,2000.0
tt1605717,Frank,2014.0
tt6212478,American Animals,2018.0
tt3721964,Gringo,2018.0
tt2515034,The Gunman,2015.0
tt0085995,National Lampoon's Vacation,1983.0
tt1620981,The Addams Family,2019.0
tt3702652,The Other Side of the Door,2016.0
tt3335606,Berlin Syndrome,2017.0
tt0865556,The Forbidden Kingdom,2008.0
tt2005374,The Frozen Ground,2013.0
tt1850397,The Loft,2014.0
tt1995390,Our Kind of Traitor,2016.0
tt0105112,Patriot Games,1992.0
tt1045778,Year One,2009.0
tt0314353,Tears of the Sun,2003.0
tt2262315,The Good Neighbor,2016.0
tt0120102,Seven Years in Tibet,1997.0
tt3011960,Hangman,2017.0
tt0455824,Australia,2008.0
tt0093428,The Living Daylights,1987.0
tt5580266,The Hate U Give,2018.0
tt4443658,Better Watch Out,2016.0
tt0080120,The Warriors,1979.0
tt0080487,Caddyshack,1980.0
tt0433400,Just Friends,2005.0
tt0431197,The Kingdom,2007.0
tt4196450,The Birth of a Nation,2016.0
tt1000774,Sex and the City,2008.0
tt0396752,Nanny McPhee,2005.0
tt1017460,Splice,2009.0
tt0116136,DragonHeart,1996.0
tt1075747,Jonah Hex,2010.0
tt0335438,Starsky & Hutch,2004.0
tt1675192,Take Shelter,2011.0
tt3344680,Boyka: Undisputed IV,2016.0
tt0292506,The Recruit,2003.0
tt1185834,Star Wars: The Clone Wars,2008.0
tt0106489,A Bronx Tale,1993.0
tt6315800,Teen Titans: The Judas Contract,2017.0
tt0468492,The Host,2006.0
tt2918436,The Lazarus Effect,2015.0
tt7153766,Unsane,2018.0
tt3289728,Equals,2015.0
tt0125664,Man on the Moon,1999.0
tt0327850,The Rundown,2003.0
tt1586265,What to Expect When You're Expecting,2012.0
tt1255953,Incendies,2010.0
tt1067583,Water for Elephants,2011.0
tt0384806,The Amityville Horror,2005.0
tt0375568,Astro Boy,2009.0
tt2358925,Unfinished Business,2015.0
tt0324216,The Texas Chainsaw Massacre,2003.0
tt2404425,Woman in Gold,2015.0
tt1430612,Brick Mansions,2014.0
tt0498380,Letters from Iwo Jima,2006.0
tt0349205,Cheaper by the Dozen,2003.0
tt6394270,Bombshell,2019.0
tt0443701,The X Files: I Want to Believe,2008.0
tt0106582,Cliffhanger,1993.0
tt3787590,We Are Your Friends,2015.0
tt0770703,What's Your Number?,2011.0
tt0959337,Revolutionary Road,2008.0
tt5669936,The Recall,2017.0
tt0293508,The Phantom of the Opera,2004.0
tt4176826,Look Who's Back,2015.0
tt0064115,Butch Cassidy and the Sundance Kid,1969.0
tt0795351,Case 39,2009.0
tt0425123,Just Like Heaven,2005.0
tt0017136,Metropolis,1927.0
tt0443465,Before We Go,2014.0
tt0064757,On Her Majesty's Secret Service,1969.0
tt1139592,Jeepers Creepers 3,2017.0
tt0329774,xXx: State of the Union,2005.0
tt0083791,The Dark Crystal,1982.0
tt1322269,August: Osage County,2013.0
tt0795368,Death at a Funeral,2007.0
tt5442456,24 Hours to Live,2017.0
tt0240890,Serendipity,2001.0
tt0369436,Four Christmases,2008.0
tt6684714,Acts of Violence,2018.0
tt1602613,Only God Forgives,2013.0
tt3262342,Loving Vincent,2017.0
tt3721936,American Honey,2016.0
tt0088258,This Is Spinal Tap,1984.0
tt1019452,A Serious Man,2009.0
tt0204946,Bring It On,2000.0
tt1135503,Julie & Julia,2009.0
tt1294226,The Last Song,2010.0
tt2118624,The Final Girls,2015.0
tt0077402,Dawn of the Dead,1978.0
tt5247022,Paterson,2016.0
tt1341167,Four Lions,2010.0
tt5776208,Resident Evil: Vendetta,2017.0
tt0267804,The One,2001.0
tt1763303,The First Time,2012.0
tt0110478,Maverick,1994.0
tt0322802,Jackass: The Movie,2002.0
tt0879870,Eat Pray Love,2010.0
tt1043726,The Legend of Hercules,2014.0
tt2279339,Love the Coopers,2015.0
tt2436682,The Duel,2016.0
tt7961060,Dragon Ball Super: Broly,2018.0
tt0146675,End of Days,1999.0
tt1772264,Stonehearst Asylum,2014.0
tt1716772,The Inbetweeners Movie,2011.0
tt2937898,A Most Violent Year,2014.0
tt1582507,House at the End of the Street,2012.0
tt6095472,The Angry Birds Movie 2,2019.0
tt0325805,Matchstick Men,2003.0
tt0116213,Eraser,1996.0
tt0082010,An American Werewolf in London,1981.0
tt0283111,National Lampoon's Van Wilder,2002.0
tt0110322,Legends of the Fall,1994.0
tt3118452,Circle,2015.0
tt0120177,Spawn,1997.0
tt6017942,Kin,2018.0
tt0862856,Trick 'r Treat,2007.0
tt2359024,Blue Ruin,2013.0
tt0250687,Rat Race,2001.0
tt1449283,Winnie the Pooh,2011.0
tt1268799,A Very Harold & Kumar Christmas,2011.0
tt0889583,Brüno,2009.0
tt1385867,Cop Out,2010.0
tt0120791,Practical Magic,1998.0
tt7547410,Dora and the Lost City of Gold,2019.0
tt1161864,The Rite,2011.0
tt1222817,Zookeeper,2011.0
tt2513074,Billy Lynn's Long Halftime Walk,2016.0
tt1152398,Beastly,2011.0
tt0133751,The Faculty,1998.0
tt0981227,Nick and Norah's Infinite Playlist,2008.0
tt2205697,Stuck in Love,2012.0
tt2265398,Drinking Buddies,2013.0
tt0108147,Sister Act 2: Back in the Habit,1993.0
tt0120873,U.S. Marshals,1998.0
tt0106918,The Firm,1993.0
tt3986820,The Endless,2018.0
tt0397101,The Skeleton Key,2005.0
tt0109444,Clear and Present Danger,1994.0
tt0156887,Perfect Blue,1997.0
tt0106965,Free Willy,1993.0
tt4334266,The Bad Batch,2017.0
tt0118615,Anaconda,1997.0
tt1655460,Wanderlust,2012.0
tt0134273,8MM,1999.0
tt1093908,Confessions of a Shopaholic,2009.0
tt0218967,The Family Man,2000.0
tt0309987,The Dreamers,2003.0
tt2334649,Fruitvale Station,2013.0
tt1564585,Skyline,2010.0
tt0054047,The Magnificent Seven,1960.0
tt0366627,The Jacket,2005.0
tt1075417,Race to Witch Mountain,2009.0
tt0116922,Lost Highway,1997.0
tt1160996,The Colony,2013.0
tt1027718,Wall Street: Money Never Sleeps,2010.0
tt0450314,Punisher: War Zone,2008.0
tt0443536,Hoodwinked!,2005.0
tt1506999,Haywire,2012.0
tt4600952,Guardians,2017.0
tt3774802,Pandemic,2016.0
tt4357394,Tau,2018.0
tt0327437,Around the World in 80 Days,2004.0
tt0099871,Jacob's Ladder,1990.0
tt0286112,Shaolin Soccer,2001.0
tt2112281,Tangled Ever After,2012.0
tt3120280,Sierra Burgess Is a Loser,2018.0
tt4714782,Personal Shopper,2016.0
tt1832382,A Separation,2011.0
tt0097493,Heathers,1989.0
tt1078588,My Sister's Keeper,2009.0
tt5709188,A-X-L,2018.0
tt0089822,Police Academy 2: Their First Assignment,1985.0
tt3082898,Kickboxer: Vengeance,2016.0
tt0342258,Unleashed,2005.0
tt0870984,Antichrist,2009.0
tt3658772,Misconduct,2016.0
tt0119190,George of the Jungle,1997.0
tt4595882,Can You Ever Forgive Me?,2018.0
tt0208003,Big Momma's House,2000.0
tt0377109,The Ring Two,2005.0
tt4701724,Early Man,2018.0
tt1440292,Submarine,2011.0
tt0087277,Footloose,1984.0
tt3067038,Marvel One-Shot: Agent Carter,2013.0
tt0362478,The Box,2009.0
tt0460791,The Fall,2008.0
tt0046912,Dial M for Murder,1954.0
tt0790686,Mirrors,2008.0
tt0356470,A Cinderella Story,2004.0
